genotype	HEADER_SHAPES	area	hull-area	solidity	perimeter	width	height	longest_axis	center-of-mass-x	center-of-mass-y	hull_vertices	in_bounds	ellipse_center_x	ellipse_center_y	ellipse_major_axis	ellipse_minor_axis	ellipse_angle	ellipse_eccentricity	marker_area
ht-QQ74-35	SHAPES_DATA	4550.0	4641.0	0.9803921568627451	285.90663504600525	78	79	604	2591.0934065934066	2714.120659340659	30	True	2591.19091796875	2714.245361328125	78.27452087402344	72.89496612548828	147.44642639160156	0.36432151359622666	68245.0
ht-QQ74-35	SHAPES_DATA	4207.0	4333.5	0.9708088150455751	280.97770273685455	79	77	556	3282.855954361778	2676.819111005467	25	True	3282.853515625	2676.990478515625	77.87950897216797	68.17256164550781	142.69651794433594	0.48347273901926124	68245.0
ht-QQ74-35	SHAPES_DATA	3391.0	3522.0	0.9628052243043725	258.3502861261368	63	72	525	967.4202300206429	2658.6723680330288	20	True	967.4219360351562	2658.7314453125	72.99625396728516	58.717403411865234	8.897974014282227	0.5941026030590448	68245.0
ht-QQ74-35	SHAPES_DATA	5570.0	5799.5	0.9604276230709544	343.9482651948929	93	86	660	3935.9093357271095	2631.059066427289	26	True	3936.039794921875	2631.1337890625	92.27101135253906	76.08660125732422	130.56187438964844	0.5657173987214181	68245.0
ht-QQ74-35	SHAPES_DATA	4070.0	4138.5	0.9834481092183158	270.2497808933258	77	70	551	634.9066339066339	2622.7678132678134	27	True	634.9484252929688	2622.879150390625	75.27554321289062	67.81793975830078	65.26671600341797	0.4339659674742449	68245.0
ht-QQ74-35	SHAPES_DATA	4294.0	4447.5	0.9654862282181	281.3208485841751	77	80	551	1650.6800186306475	2517.2971588262694	27	True	1650.8812255859375	2517.59521484375	78.4239501953125	69.69432830810547	8.913717269897461	0.4585147706970569	68245.0
ht-QQ74-35	SHAPES_DATA	3053.0	3133.5	0.974309877134195	233.13708305358887	63	66	452	2009.9996724533246	2461.5643629217166	24	True	2010.046142578125	2461.6123046875	64.60305786132812	59.18452453613281	138.47364807128906	0.40089103092682105	68245.0
ht-QQ74-35	SHAPES_DATA	3113.0	3153.5	0.9871571270017441	235.52185904979706	69	64	475	2358.342113716672	2457.3594603276583	26	True	2358.41455078125	2457.3232421875	64.66026306152344	60.081356048583984	115.45295715332031	0.36961461319455374	68245.0
ht-QQ74-35	SHAPES_DATA	3589.0	3785.5	0.9480914014000793	263.4213538169861	74	73	507	2757.689607132906	2418.4756199498465	23	True	2758.167236328125	2418.901123046875	71.23971557617188	64.98443603515625	137.92881774902344	0.40975875382208715	68245.0
ht-QQ74-35	SHAPES_DATA	3043.0	3108.0	0.9790862290862291	239.27921843528748	62	66	452	1088.3240223463688	2408.4367400591523	23	True	1088.4664306640625	2408.52197265625	63.92512893676758	59.847442626953125	164.36619567871094	0.35143701456600746	68245.0
ht-QQ74-35	SHAPES_DATA	3408.0	3509.0	0.9712168709033913	260.9360725879669	68	68	446	3154.2599765258215	2345.06161971831	25	True	3154.29248046875	2344.8896484375	68.59955596923828	62.71419143676758	149.13482666015625	0.40524762368908074	68245.0
ht-QQ74-35	SHAPES_DATA	5.0	2.0	2.5	9.656854152679443	5	2	7	996.0	2293.2	3	True	996.0	2293.5	1.0	0.0	0.0	1.0	68245.0
ht-QQ74-35	SHAPES_DATA	4378.0	4492.5	0.9745130773511408	288.83556735515594	73	82	557	996.983554134308	2247.7964824120604	24	True	996.9947509765625	2247.943603515625	78.86846160888672	69.6393051147461	0.28941917419433594	0.46940987216376484	68245.0
ht-QQ74-35	SHAPES_DATA	3100.0	3219.5	0.9628824351607392	255.42135381698608	61	73	525	1714.4070967741936	2241.051935483871	23	True	1714.5345458984375	2241.366943359375	70.41159057617188	55.676048278808594	167.9655303955078	0.6121743978679867	68245.0
ht-QQ74-35	SHAPES_DATA	4699.0	4784.5	0.982129794126868	289.4629839658737	85	84	596	3505.842306873803	2231.5222387742074	27	True	3506.019287109375	2231.52734375	83.70152282714844	71.21623229980469	135.3744659423828	0.525432055274384	68245.0
ht-QQ74-35	SHAPES_DATA	3577.0	3693.0	0.9685892228540482	273.1787132024765	71	67	502	760.7050601062343	2191.741123846799	26	True	760.7169189453125	2191.713134765625	69.1520004272461	65.29620361328125	73.13448333740234	0.32925306375124075	68245.0
ht-QQ74-35	SHAPES_DATA	3880.0	3969.5	0.9774530797329638	257.2792184352875	74	73	504	1384.5319587628867	2184.2324742268042	25	True	1384.605712890625	2184.1767578125	72.55574035644531	67.2509765625	144.51144409179688	0.37534035985503944	68245.0
ht-QQ74-35	SHAPES_DATA	3433.0	3480.0	0.9864942528735632	242.55129659175873	66	71	484	2151.448004660647	2142.611127293912	27	True	2151.426513671875	2142.676513671875	67.3693618774414	63.48807907104492	7.752112865447998	0.33452179766616114	68245.0
ht-QQ74-35	SHAPES_DATA	3903.0	4013.0	0.9725890854722153	262.3502861261368	79	74	567	3188.950294645145	2078.442992569818	26	True	3189.078857421875	2078.699951171875	77.45645141601562	63.847415924072266	127.3392333984375	0.5661520719987955	68245.0
