genotype	HEADER_SHAPES	area	hull-area	solidity	perimeter	width	height	longest_axis	center-of-mass-x	center-of-mass-y	hull_vertices	in_bounds	ellipse_center_x	ellipse_center_y	ellipse_major_axis	ellipse_minor_axis	ellipse_angle	ellipse_eccentricity	marker_area
ht-QQ74-60	SHAPES_DATA	3587.0	3634.0	0.9870665932856356	260.59292674064636	67	72	521	1085.0105938109841	2703.8664622247	27	True	1084.989990234375	2703.9228515625	71.67157745361328	62.52041244506836	27.926504135131836	0.4889388272520472	70405.0
ht-QQ74-60	SHAPES_DATA	3529.0	3582.5	0.98506629448709	244.93607258796692	67	72	511	1733.6423916123547	2648.602436950978	28	True	1733.641357421875	2648.6552734375	70.12066650390625	62.867855072021484	176.14739990234375	0.4429087260295309	70405.0
ht-QQ74-60	SHAPES_DATA	4363.0	4449.0	0.9806698134412227	271.66399443149567	72	83	492	2786.3994957597984	2630.9571395828557	26	True	2786.318359375	2630.97900390625	79.95702362060547	68.5785140991211	168.19198608398438	0.5141635148449583	70405.0
ht-QQ74-60	SHAPES_DATA	4803.0	4837.5	0.9928682170542635	277.5634891986847	81	83	572	3261.4632521340827	2624.174474286904	32	True	3261.43310546875	2624.255615234375	81.58699035644531	73.95266723632812	139.8116912841797	0.4223620850092163	70405.0
ht-QQ74-60	SHAPES_DATA	5012.0	5163.0	0.9707534379236877	305.11983811855316	85	86	612	3943.8876695929766	2614.4377494014366	27	True	3944.1015625	2614.815673828125	87.45109558105469	73.16386413574219	142.55734252929688	0.5477744632343977	70405.0
ht-QQ74-60	SHAPES_DATA	3830.0	3893.5	0.983690766662386	258.2497808933258	69	78	553	2248.914621409922	2590.761096605744	26	True	2248.8828125	2590.734130859375	74.94278717041016	63.9129638671875	177.51768493652344	0.5221994050791857	70405.0
ht-QQ74-60	SHAPES_DATA	3953.0	4019.5	0.9834556536882697	259.0782079696655	74	75	512	3014.5927143941312	2523.690361750569	27	True	3014.527587890625	2523.636962890625	73.21903228759766	67.79755401611328	138.20094299316406	0.3776330312719393	70405.0
ht-QQ74-60	SHAPES_DATA	3854.0	3910.0	0.9856777493606138	260.4924215078354	72	74	524	1233.0742086144267	2456.2781525687597	27	True	1233.109375	2456.322509765625	71.98245239257812	66.921875	167.65176391601562	0.3683250739773655	70405.0
ht-QQ74-60	SHAPES_DATA	3634.0	3679.5	0.9876341894279114	244.55129659175873	66	71	534	746.984314804623	2400.6585030269675	30	True	747.0604248046875	2400.609375	72.16241455078125	62.86653137207031	4.311060905456543	0.4909618097234304	70405.0
ht-QQ74-60	SHAPES_DATA	3488.0	3534.0	0.9869835880022637	249.76449966430664	66	74	507	1983.275516055046	2382.2838302752293	29	True	1983.274658203125	2382.2958984375	70.9970932006836	61.25152587890625	176.11892700195312	0.5056599622735383	70405.0
ht-QQ74-60	SHAPES_DATA	3599.0	3639.0	0.9890079692223138	247.1787132024765	74	67	527	937.051958877466	2355.6457349263683	30	True	937.022705078125	2355.59375	70.69623565673828	63.46440887451172	87.53480529785156	0.4405957321436232	70405.0
