genotype	HEADER_SHAPES	area	hull-area	solidity	perimeter	width	height	longest_axis	center-of-mass-x	center-of-mass-y	hull_vertices	in_bounds	ellipse_center_x	ellipse_center_y	ellipse_major_axis	ellipse_minor_axis	ellipse_angle	ellipse_eccentricity	marker_area
ht-QQ74-29	SHAPES_DATA	4180.0	4387.0	0.9528151356279918	313.26197350025177	75	85	609	3418.794976076555	2615.298325358852	29	True	3418.661865234375	2615.9189453125	83.52958679199219	64.60216522216797	149.93890380859375	0.6339127316466802	68524.0
ht-QQ74-29	SHAPES_DATA	4055.0	4195.0	0.966626936829559	273.52185904979706	76	74	528	2096.28261405672	2582.268310727497	28	True	2096.446044921875	2582.4384765625	73.76685333251953	69.2380599975586	130.03428649902344	0.3449891786942053	68524.0
ht-QQ74-29	SHAPES_DATA	3810.0	3936.5	0.967864854566239	264.3502861261368	68	79	559	2408.641469816273	2571.7451443569553	20	True	2408.7568359375	2572.290771484375	75.6045150756836	64.31974792480469	163.10328674316406	0.525587566706496	68524.0
ht-QQ74-29	SHAPES_DATA	3951.0	4006.5	0.9861475102957694	259.2792184352875	71	73	538	1381.1688180207543	2545.82105796001	28	True	1381.2490234375	2545.821044921875	71.28898620605469	69.19701385498047	157.25816345214844	0.24047617483913297	68524.0
ht-QQ74-29	SHAPES_DATA	3729.0	3836.0	0.9721063607924921	275.90663504600525	65	82	556	1723.626977742022	2528.6881201394476	25	True	1723.8013916015625	2528.865234375	78.44078826904297	60.13669967651367	163.30213928222656	0.642064188300452	68524.0
ht-QQ74-29	SHAPES_DATA	4205.0	4340.0	0.9688940092165899	278.2497808933258	77	77	586	716.810225921522	2496.4599286563616	26	True	716.7891235351562	2496.478515625	75.51200866699219	70.7352294921875	157.15293884277344	0.35002204361337597	68524.0
ht-QQ74-29	SHAPES_DATA	4669.0	4778.0	0.9771871075763918	298.29141104221344	80	82	593	3800.0912400942384	2453.322767187835	31	True	3799.997802734375	2453.321533203125	81.66091918945312	71.76949310302734	142.0415802001953	0.47705770763048233	68524.0
ht-QQ74-29	SHAPES_DATA	4592.0	4734.0	0.9700042247570765	290.14927566051483	81	83	583	2910.514155052265	2422.133275261324	30	True	2910.4697265625	2422.519775390625	80.90765380859375	72.24413299560547	144.73561096191406	0.45021362908500634	68524.0
ht-QQ74-29	SHAPES_DATA	3249.0	3368.5	0.9645242689624461	248.69343197345734	66	72	522	3327.6088027085257	2253.5152354570637	27	True	3327.554443359375	2253.48193359375	69.15254211425781	58.938209533691406	163.64389038085938	0.5230650885809024	68524.0
ht-QQ74-29	SHAPES_DATA	4302.0	4390.5	0.9798428425008541	284.3919162750244	76	77	550	1035.11390051139	2234.732682473268	23	True	1035.0999755859375	2234.705322265625	74.63134765625	71.95427703857422	7.228662014007568	0.2654326364880544	68524.0
