genotype	HEADER_SHAPES	area	hull-area	solidity	perimeter	width	height	longest_axis	center-of-mass-x	center-of-mass-y	hull_vertices	in_bounds	ellipse_center_x	ellipse_center_y	ellipse_major_axis	ellipse_minor_axis	ellipse_angle	ellipse_eccentricity	marker_area
ht-QQ74-8	SHAPES_DATA	4698.0	4762.5	0.9864566929133858	280.0071402788162	80	83	567	3822.2792677735206	2650.8995317156237	28	True	3822.27587890625	2651.181884765625	78.91297149658203	75.94550323486328	178.82318115234375	0.2716515158768105	72885.0
ht-QQ74-8	SHAPES_DATA	4094.0	4149.0	0.9867437936852254	268.2497808933258	74	75	564	578.7828529555447	2582.6336101612114	27	True	578.6930541992188	2582.62548828125	75.091796875	68.17444610595703	38.43513107299805	0.41922709015842086	72885.0
ht-QQ74-8	SHAPES_DATA	3762.0	3860.0	0.9746113989637306	260.69343197345734	66	80	567	2675.622807017544	2573.6711855396065	30	True	2675.600341796875	2573.809326171875	77.4178237915039	61.73977279663086	1.089721918106079	0.6033350236358517	72885.0
ht-QQ74-8	SHAPES_DATA	3472.0	3567.5	0.9732305536089698	255.9655101299286	65	72	514	2165.3922811059906	2543.36232718894	28	True	2165.23583984375	2543.652587890625	71.28314971923828	61.43690490722656	12.82627010345459	0.5071269720068258	72885.0
ht-QQ74-8	SHAPES_DATA	3583.0	3813.0	0.93968004196171	283.8061298131943	64	81	567	3936.640803795702	2503.6394083170526	26	True	3936.561767578125	2503.835693359375	78.42350006103516	58.71962356567383	179.75531005859375	0.6628520987702972	72885.0
ht-QQ74-8	SHAPES_DATA	4280.0	4429.5	0.9662490123038717	286.2497808933258	66	98	663	3080.910046728972	2512.1217289719625	26	True	3080.5478515625	2511.705322265625	93.07866668701172	58.902225494384766	169.02542114257812	0.7742973269520514	72885.0
ht-QQ74-8	SHAPES_DATA	3376.0	3489.0	0.9676124964173115	260.1076455116272	63	75	529	3456.0924170616113	2469.2067535545025	24	True	3455.978271484375	2469.32861328125	72.73448944091797	58.487117767333984	7.207515716552734	0.5944696111154393	72885.0
ht-QQ74-8	SHAPES_DATA	3323.0	3365.0	0.987518573551263	231.9655101299286	66	69	483	1379.9244658441169	2462.411375263316	28	True	1379.903076171875	2462.48583984375	67.14612579345703	61.67445373535156	23.081573486328125	0.3953954748672284	72885.0
ht-QQ74-8	SHAPES_DATA	3056.0	3056.5	0.9998364141992475	218.7939372062683	60	69	495	2875.675719895288	2403.785667539267	27	True	2875.704345703125	2403.7861328125	66.94435119628906	56.86375045776367	3.142019748687744	0.5277203021825965	72885.0
ht-QQ74-8	SHAPES_DATA	3643.0	3736.5	0.9749765823631741	257.4213538169861	68	75	517	2045.980510568213	2366.477628328301	28	True	2045.9996337890625	2366.4775390625	70.57103729248047	64.49739074707031	18.378555297851562	0.4058589982217319	72885.0
